Name,Price,Old,Discount,Stars_and_reviews
LASA 4K HDMI 2.0 60/30hz 1.5m Flat Cable,KSh 495,KSh 950,48%,3 out of 5(2)
Aworky Limited Round  Mosquito Net - Cream,"KSh 1,199 - KSh 1,799","KSh 3,000",60%,4.2 out of 5(5)
Maybelline Superstay Matte Ink Liquid Lipstick - 118 Dancer,"KSh 2,400", , ,4.1 out of 5(83)
Adidas W 3s Fl C Pt Women,"KSh 4,388","KSh 8,775",50%, 
Aworky Limited Round Mosquito Net,"KSh 1,199 - KSh 1,879","KSh 1,500 - KSh 2,999",37%,4.6 out of 5(9)
"Miniso Construction Vehicles Building Blocks - Excavator, 36 Pcs",KSh 193, , ,4.5 out of 5(4)
LASA 1 UP Label A4 Adhesive 100 Sheets,KSh 570,KSh 960,41%, 
"EDENBERG Frypan With Lid 20cm, EB-13026","KSh 3,360", , ,4.5 out of 5(2)
Dr. Rashel Gold Black Pearl Hydrogel Eye Mask,KSh 975,"KSh 1,500",35%,5 out of 5(1)
L'Oréal Paris Revitalift Filler Kit + Hyauronic Acid,"KSh 7,275","KSh 9,700",25%,4.4 out of 5(7)
Aworky Limited Onion & Spinach Cutter Green,KSh 799,"KSh 1,599",50%,3.8 out of 5(8)
Rashnik 3 compartmet snack box (RN-1493),KSh 180, , ,5 out of 5(1)
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Reef","KSh 2,000", , ,4.3 out of 5(23)
Mara Yellow Maca Powder- 100g,"KSh 1,000", , ,4 out of 5(1)
Alto Alto Carbarnet Sauvignon - 750ml,"KSh 4,714", , ,5 out of 5(1)
Solarmax 300W SOLAR AFRICA FULLKIT,"KSh 25,500","KSh 42,499",40%, 
Adidas MERAGE SHOES MEN,"KSh 9,152", , ,4.3 out of 5(3)
Danny Home 6 Pc Classy Crystal Clear Tall Glass (Cb01-02),"KSh 1,200", , ,5 out of 5(1)
"Vivo V30 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Peacock Green  2YRs WRTY","KSh 64,999","KSh 69,000",6%, 
Transcend External Hard Drive - 2TB - USB 3.0,"KSh 13,500", , , 
Miniso Golden Cap Oil-based Nail Polish - Golden Orange,KSh 159, , ,5 out of 5(1)
Solarmax 12V/ 24V 20A Solar Charge Controller With USB,"KSh 1,450","KSh 2,200",34%, 
Samsung Buds 2 True Wireless Bluetooth Earbuds - Black,"KSh 13,500", , , 
Ramtons RW/160-10KG Washer + 6KG Dryer- Dark Silver (1YR WRTY),"KSh 111,500", , ,5 out of 5(2)
Oraimo Firefly 3 10W Fast Charging Charger Kit With TypeC,KSh 420,KSh 790,47%,4.3 out of 5(11)
Body Sculpture A Pair Of 2Kg Exercices & Fitness Smart Dumbbell,"KSh 1,800", , ,4.3 out of 5(28)
Adidas Men Essentials Single Jersey Tapered Elasticized Cuff Logo Joggers PANTS,"KSh 3,841","KSh 7,682",50%,5 out of 5(1)
"Freeyond F9,4GB+64GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones,Grey","KSh 11,303","KSh 17,588",36%,4.2 out of 5(115)
Danny Home Tree Pattern 6 Pcs Whiskey Glasses ( 1988-19),KSh 960, , ,3 out of 5(1)
U&I Trans Series Dual Engine 38W Car Charger,KSh 399,KSh 750,47%, 
Nice & Lovely Castor Oil Rinse Off Treatment 140ml,KSh 250,KSh 280,11%,2.8 out of 5(4)
Defacto Woman Young Fitted Crew Neck Knitted Short Sleeve T-Shirt - Black,KSh 646,"KSh 1,292",50%,4.9 out of 5(16)
LASA CAT6A Ethernet Cable - 3 M,KSh 450,KSh 795,43%,3.7 out of 5(3)
Miniso Golden Cap Oil-based Nail Polish - Rose Pink,KSh 159, , , 
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Curl Expression Density Stimulator  90ML,"KSh 5,474", , ,5 out of 5(4)
Defacto 2 Piece Woman Casual Regular Fit Crew Neck Short Sleeve Homewear Knitted Sets - Ecru,"KSh 1,421","KSh 3,554",60%,5 out of 5(4)
Miniso City Series-Reed Diffuser -  Sandalwood,KSh 399, , ,4 out of 5(4)
LASA 2 Piece Bar Stool Chair Set,"KSh 6,850","KSh 9,950",31%,4.5 out of 5(2)
Veet Veet Cream Normal 100g,KSh 836,"KSh 1,000",16%,5 out of 5(1)
LASA USB-C To HDMI 4k@60hz Cable,"KSh 1,550","KSh 1,970",21%, 
Velvex Cling Film 45cm X 30m Single Roll,KSh 192,KSh 240,20%,5 out of 5(1)
Valon Valon Baby Petroleum Jelly Pure 250ml,KSh 304, , , 
Adidas Tensaur Sport 2.0 CF Infant Hook And Loop Shoes,"KSh 2,554","KSh 5,108",50%, 
LASA 8-Tier Floor Standing Tree Bookshelf- Rustic Brown,"KSh 7,350","KSh 12,950",43%,5 out of 5(1)
Velvex Aluminium Foil Embossed 30cm X 5m,KSh 130, , ,4.9 out of 5(8)
Adidas Runfalcon 2.0 Shoes Kids,"KSh 3,490","KSh 7,279",52%,5 out of 5(17)
Adidas Men Eezay Flip-Flops,"KSh 3,062","KSh 4,374",30%,4.8 out of 5(4)
Dr. Rashel Vanilla Mint Repairing & Soothing Lip Balm,KSh 480,KSh 600,20%,3.9 out of 5(23)
LASA Writing Desk- Vintage Brown/Black,"KSh 5,850","KSh 8,950",35%, 
Sunlight Antibacterial Dishwashing Liquid 750ml,KSh 300, , , 
Adidas Widewalk M Men Running Shoes,"KSh 3,290","KSh 10,112",67%,4 out of 5(4)
Dettol Dettol Soap Cool 2+1 on 175g,KSh 800, , ,5 out of 5(1)
Miniso Super Bass Earphone Wired Headset 3.5mm Jack Pin,KSh 399, , ,4 out of 5(47)
Adidas FLODEAN SHOES MEN,"KSh 4,209","KSh 8,417",50%,5 out of 5(1)
Nice & Lovely Body Oil - 100ml,KSh 750, , ,4.7 out of 5(6)
L'Oréal Paris Revitalift Laser Renew Night Cream - 50ml,"KSh 2,850", , ,4.6 out of 5(24)
"STAR WALKER WHISKEY, Old Cask Collection - 750ml + FREE GIFT INSIDE","KSh 1,250","KSh 1,700",26%,4.2 out of 5(5)
Aworky Limited Bathroom Mat  (Shell Shape),KSh 479,KSh 650,26%,5 out of 5(1)
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Curl Expression Intensive Moisturizer Mask - Natural Feel 500ml,"KSh 4,645", , , 
Green World Odour Absorber Ocean Breeze 300Ml,KSh 600, , ,5 out of 5(1)
Boma FOOD CHOPPER BM-7011 3L Stainless Steel 300W,"KSh 2,365", , ,5 out of 5(1)
Red Berry RSF502 - Insulated Double Wall Vacuum Flask - 350ml -Blue.,KSh 660, , , 
"Oraimo Watch ER 1.43'' AMOLED, BT Call,  IP68 Smart Watch_ Black","KSh 5,799","KSh 9,000",36%,4.5 out of 5(4)
Danny Home 6 Pc Classy Crystal Clear Glass (Cb01-04),"KSh 1,200", , ,4.7 out of 5(3)
Red Berry RSF811 Insulated Double Wall Vacuum Bottle – 800ml - Black,KSh 840, , ,3.7 out of 5(3)
Adidas Unisex Essentials 3-stripes Cotton Tee,"KSh 2,290","KSh 3,271",30%, 
Adidas Advantage Base Court Lifestyle Shoes Men,"KSh 7,692","KSh 10,989",30%,4.8 out of 5(17)
Oraimo Wireless Earphone OEB-E38S - Black,"KSh 1,100","KSh 1,298",15%,4.1 out of 5(12)
"Dettol Dettol Soap Skincare 175g x 2 Twin, Save 50",KSh 550, , , 
Revlon Ultra HD Matte Lip Color- 625 Hd Love,"KSh 1,250","KSh 2,481",50%,3.6 out of 5(16)
Mizani Scalp Care Calming Scalp Lotion 120ml,"KSh 4,479", , ,4.3 out of 5(14)
Mara Lemon Grass Essential Oil-30ml,KSh 700,KSh 900,22%,4.5 out of 5(393)
Danny Home Vaso Alto Whiskey Glass set of 6 (1988-31),KSh 960, , , 
Superfoam Premium High Density Quilted Mattress,"KSh 12,632 - KSh 40,000", , ,5 out of 5(1)
Red Berry RSF1001- Insulated Double Wall Vacuum Flask - 1L - Red.,"KSh 1,020", , , 
Defacto Woman Casual Regular Fit Woven Long Sleeve Shirt - Ecru,"KSh 1,529","KSh 3,057",50%,4.9 out of 5(10)
Miniso Battery Powered Roman Pillar Design Electric Toothbrush with 3 Heads  Model: BBKH06 - Purple,KSh 529, , ,2.3 out of 5(4)
Revlon Colorburst Balm Stain - Irresistible,"KSh 1,000","KSh 1,524",34%,3.6 out of 5(20)
"Vitron 75"" 4K UHD Frameless Smart TV, DVB-T2+SMART, WEBOS, 2GB RAM + 8GB ROM, 1YR WRTY","KSh 101,630","KSh 159,999",36%, 
Pride Pride Washing Paste Lime 400gm,KSh 215, , ,5 out of 5(2)
Rashnik RN-1445 500ml Green Lunch Box.,KSh 360, , , 
Miniso Oval Shaped Diamond Pattern Storage Basket Small Size 24.3x16.8x12.3cm,KSh 514, , , 
Omo Auto Washing Powder Fast Action - 1kg,KSh 610, , ,5 out of 5(2)
Maybelline Fit Me Matte And Poreless Foundation - 355 PECAN,"KSh 1,790", , ,4.4 out of 5(139)
Gillette Gillette Venus Smooth Cart 4s,"KSh 1,648", , ,4.5 out of 5(2)
Ramtons RG/516 - 2 Burner Gas Cooker - Black (1YR WRTY),"KSh 6,500","KSh 7,100",8%,4.2 out of 5(39)
Euroken KOLAV-F2805 New Dual 8inches outdoor portable super bass led  super bass woofer new bt speaker Black,"KSh 12,350","KSh 20,500",40%, 
All Seasons WHISKEY - Connoisseur's Collection - 750ml,"KSh 1,200","KSh 1,500",20%,4 out of 5(4)
Toilex Toilet Paper White 10 Pack Unwrapped,KSh 348,KSh 435,20%,4.5 out of 5(110)
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel - Absolut Repair Shampoo  300ml,"KSh 2,156", , ,4.9 out of 5(17)
Power King Extension Cable - 6 Way,KSh 550,KSh 650,15%,4.2 out of 5(305)
Maybelline SuperStay 30H Active Wear Foundation- 59 GOLDEN CARAMEL,"KSh 2,400", , ,3.7 out of 5(21)
"Sun King Solar Fan 16"" With 20W Solar Panel -Yellow","KSh 14,520", , ,4.7 out of 5(3)
Defacto Woman Young Fit And Flare Wrap Short Sleeve Knitted Dress - Black,KSh 919,"KSh 2,298",60%,5 out of 5(10)
Adidas Tensaur Sport Training Hook And Loop Shoes Boys,"KSh 3,255","KSh 6,509",50%,5 out of 5(13)
Revlon ColorStay Makeup Combination/Oily Skin SPF15 30ml- Spice,"KSh 1,700","KSh 3,273",48%,4 out of 5(9)
Mara Rosehip Oil- 50ml,KSh 900,"KSh 1,000",10%,4.1 out of 5(19)
Jikokoa Pro Commercial Stove - Black,"KSh 8,990","KSh 12,000",25%,4.7 out of 5(14)
Ramtons RT/108 - Non/Stick 8Pcs Cookware Set - Maroon & Black,"KSh 13,800","KSh 15,350",10%,4.5 out of 5(19)
Stainless Steel Serving Spoon,KSh 519,KSh 600,14%,4.9 out of 5(8)
Bisutang Vitamin C Orange Extract Korean Facial Sheet Mask,KSh 150 - KSh 850,"KSh 250 - KSh 1,050",40%,4.4 out of 5(68)
Jik Jik Bleach Colours 250ml,KSh 270, , , 
Defacto 3 Piece BabyBoy New Born Regular Fit Knitted Short Sleeve Snap Body - Beige,"KSh 1,171","KSh 2,927",60%,5 out of 5(1)
L'Oréal professionnel Vitamino Color Masque- (Treatment)  250ml,"KSh 2,239", , ,5 out of 5(1)
Body Sculpture A Pair Of 1.5Kg Exercices & Fitness Smart Dumbbell,"KSh 1,600", , ,4.8 out of 5(36)
Omo Multi-purpose Bleach Colour Safe - 700ml,KSh 550, , , 
Sony MDR-ZX110AP Wired Headphones With Microphone,"KSh 3,995", , ,4.3 out of 5(4)
Nice & Lovely Cocoa Butter Jelly 250g,KSh 465, , ,3.8 out of 5(4)
Mara Aloe Vera Gel- 200ml,KSh 675,KSh 800,16%,4.8 out of 5(9)
"Solarmax ""High Module"" 100 Watts Solar Fullkit","KSh 12,197","KSh 22,000",45%,5 out of 5(1)
"C Idea 9 Inches Android 12 Tablets SIM WiFi 256GB ,1280 * 800,8000mAh Battery Tablet Purple","KSh 10,000","KSh 18,625",46%, 
Revlon ColorStay Endless Glow™ Liquid Highlighter Topaz,"KSh 1,580","KSh 3,110",49%,3 out of 5(2)
Red Berry RSF 1002 Insulated Double Wall Vacuum Bottle – 1L - Black,"KSh 1,020", , , 
"Oraimo Watch 2R 1.39"" TFT, BT Call, IP68 Smart Watch_Black","KSh 4,150","KSh 5,000",17%, 
Defacto Woman Casual Regular Fit Woven Long Sleeve Shirt - Ecru,"KSh 1,714","KSh 3,427",50%,5 out of 5(1)
C Idea 7Inch TAndroid 12 Tablet  With SIM Card Slot 64GB Expand Storage   Pink,"KSh 8,999","KSh 12,000",25%,5 out of 5(1)
Defacto Girl Casual Knitted Short - Blue,KSh 405,"KSh 1,012",60%,5 out of 5(5)
"Superfoam Water Proof Baby Cot Mattress (Foam Medium Density, Firm) 48"" X 24"" X 4""","KSh 2,316", , , 
Nice & Lovely Avocado Oil Hair Food 300ml,KSh 430, , ,3 out of 5(2)
Ramtons RF/239-196 Litres Double Door No Frost Fridge-Silver (1YR WRTY),"KSh 68,400", , ,5 out of 5(2)
Velvex Kitchen Towel Printed Twin Pack,KSh 308,KSh 385,20%,4.5 out of 5(217)
Nice & Lovely Aloevera Herbal Lotion 400ml,KSh 295,KSh 365,19%,4.9 out of 5(8)
Defacto Woman Coool Loose Fit Knitted Short Sleeve T-Shirt - Anthracite,KSh 585,"KSh 1,462",60%,4.8 out of 5(4)
Mara Triphala Powder- 100g,KSh 600,KSh 800,25%,4.4 out of 5(8)
Maybelline Fit Me Matte And Poreless Foundation - 220 NATURAL BEIGE,"KSh 1,790", , ,4.5 out of 5(69)
Dr. Rashel Green Tea Purify Balancing Skin Care 10Pc Full Kit,"KSh 5,000", , ,5 out of 5(2)
Boma Glass Meat Chopper BM-7018 3.5L - High-Powered Electric Culinary Companion with 500W Motor,"KSh 3,575", , , 
Dettol Dettol Soap Original 125g,KSh 191,KSh 200,5%,5 out of 5(1)
Mara Black Seeds (Kalonji)-250g,KSh 800, , ,4.7 out of 5(28)
Solarmax 100 WATTS SOLAR AFRICA FULLKIT WITH 10M DROPPING CABLE,"KSh 11,800","KSh 22,000",46%,2.7 out of 5(3)
"VON VES1602FS Subwoofer 2.1CH, Bluetooth- 160W RMS","KSh 19,995", , ,4.3 out of 5(67)
Sunlight Strawberry Dishwashing Liquid 400ml,KSh 185, , , 
Dr. Rashel Black Charcoal Purifying Face Wash,KSh 720,KSh 900,20%,5 out of 5(1)
Velvex Aluminium Foil 45cm X 5m Single Roll,KSh 190, , ,4.7 out of 5(46)
EDENBERG 12-piece Cooking Pans With Marble Coating( Eb-3990),"KSh 15,600", , , 
ESTELIN Sunscreen Spray SPF 50 PA+++,"KSh 1,051","KSh 1,500",30%,3.3 out of 5(4)
NIVEA MEN Energy Shower Gel For Men - 500 ml,KSh 976,"KSh 1,040",6%,4.8 out of 5(37)
"Rashnik RN-1449 Two Layer Cartoon Themed Food Flask, Yellow",KSh 696, , ,4 out of 5(1)
LASA BOOKCASE FREESTANDING BOOKSHELF WITH OPEN SHELVES,"KSh 10,650","KSh 18,500",42%,5 out of 5(1)
Sundabest 6 Pieces White Decorated Print Tea Cups (8886),"KSh 1,499", , ,5 out of 5(1)
LASA Versatile Rustic Bar Table,"KSh 5,650","KSh 7,950",29%,5 out of 5(2)
Mortein MORTEIN DOOM AEROSOL AIKO - ODOURLESS 300ml,"KSh 1,000", , ,5 out of 5(3)
Rosy Liquid Hand Wash Soap Green Valley 500ml With Pump,KSh 132,KSh 155,15%,4.4 out of 5(7)
Amaya Fast Wall Charger,KSh 459, , , 
Bisutang Organic Seaweed Purifying Facial Sheet Mask,KSh 135 - KSh 849,"KSh 250 - KSh 1,050",46%,4.8 out of 5(13)
Aworky Limited Water Bottle 400ML  With Tiffin Box,KSh 819,"KSh 1,000",18%, 
Miniso Baby Manicure Kit - 1 Set,KSh 599, , ,5 out of 5(3)
Dove baby Lotion Night 400ml,"KSh 1,319","KSh 1,320",1%, 
Euroken LiGE-28 Outdoor HI FI Wood Trolley Active Speaker Box Bluetooth large Wooden Smart Home Speakers With 2 Wireless Mic Blue,"KSh 15,191","KSh 17,990",16%, 
Adidas Tensaur Sport 2.0 K Kids Training Lace Shoes,"KSh 4,348","KSh 6,211",30%,5 out of 5(4)
Go Turkey SQUARED LARGE GOLDEN TRAY,KSh 727,KSh 992,27%,3 out of 5(1)
Silentnight Medium Firm Comfy Bonnel Spring Mattress,"KSh 35,795", , ,4.6 out of 5(44)
Adidas Tensaur Sport 2.0 CF I Infant Hook And Loop Shoes,"KSh 2,554","KSh 5,108",50%, 
Euroken New EK-841 MULTIMEDIA WOOFER SYSTEM 4.1 CH -8200W-BT/FM/USB,"KSh 9,499","KSh 12,500",24%,5 out of 5(1)
Fire Stick 4k - Black,"KSh 8,350", , ,5 out of 5(1)
LASA Vojo Data/Charging Cable 1.2m Cable With Micro USB - Blue,KSh 295,KSh 550,46%, 
Go Turkey Round Basket With Handle - GREY Round Basket With Handle,KSh 799,"KSh 1,999",60%,2 out of 5(1)
LASA Coat Rack With 3 Shelves Stand With Hooks For Bags,"KSh 6,150","KSh 10,950",44%, 
Go Turkey LIGHT GREY ECO PAN,"KSh 2,599 - KSh 4,299","KSh 4,958 - KSh 7,904",48%,5 out of 5(1)
Maybelline Superstay Matte Ink Liquid Lipstick - 117 Ground Breaker,"KSh 2,299","KSh 2,400",4%,4.1 out of 5(30)
Go Turkey DESIGNED ROUND ORGANIZERS BEIGE,"KSh 755 - KSh 1,091","KSh 1,600 - KSh 2,000",53%, 
Dove Baby Lotion Rich Moisture 200ml,"KSh 1,169","KSh 1,170",1%, 
Reflex ADULT CAT FOOD GOURMET CHICKEN & RICE 2KG,"KSh 3,444", , , 
LASA CE-LINK 4K HDMI 2.0 60/30hz 3m Flat Cable - Black,KSh 650,KSh 895,27%,4.5 out of 5(2)
Dr. Rashel Vitamin C 3 Pack,"KSh 1,850", , ,5 out of 5(1)
Miniso 4-in-1 Multifunctional Foot File,KSh 395, , , 
"C Idea Android 12 Tablet SIM 256GB ROM 800*1280 With Case, Keyboard CM835 Red","KSh 7,999","KSh 15,000",47%, 
Defacto Woman Casual Square Neck Short Sleeve Knitted Dress - Black,KSh 948,"KSh 2,369",60%,5 out of 5(3)
Adidas Tensaur Run Shoes Boys,"KSh 3,255","KSh 6,509",50%,4.7 out of 5(15)
Dove Shampoo Intensive Repair 400Ml,KSh 844,KSh 845,1%, 
Mara Aritha Powder 100g,KSh 550, , ,4.7 out of 5(21)
LASA Industrial Wall-Hanging Clothes Rail - Blac- 2 Pack,"KSh 5,750","KSh 7,950",28%, 
LASA Data/Charging 1.2m Cable With Micro USB - Pink,KSh 236,KSh 463,49%, 
Defacto Woman Coool Loose Fit Knitted Short Sleeve T-Shirt - Brown,KSh 676,"KSh 1,690",60%,4.7 out of 5(6)
L'Oréal Paris Infallible 24H More Than Concealer 323 Fawn,"KSh 1,435","KSh 2,050",30%, 
L'Oréal professionnel Vitamino Color Conditioner 200ml,"KSh 2,156", , ,5 out of 5(3)
Velvex Facial Tissue Silver 140 Sheets,KSh 215, , ,5 out of 5(11)
Adidas Adilette Sandals Kids,"KSh 2,299","KSh 4,600",50%,4.8 out of 5(8)
Binatone CEJ-1779DW Deluxe Thermo Kettle - 1.7L - White/Blue (2YRs WRTY),"KSh 1,599","KSh 4,000",60%,5 out of 5(2)
Mizani Strength Fusion Recover Mask  16.9 Oz,"KSh 5,640", , ,5 out of 5(1)
Mara Baobab Powder 150g,KSh 450,KSh 550,18%,4.6 out of 5(25)
"Miniso 4cm Hair Clips 12 Pack , Hair Styling Clips  - Black",KSh 219, , ,4.5 out of 5(4)
"Miniso Solid Color Men's Flip-Flops(Black,43-44)",KSh 419, , ,3 out of 5(1)
Adidas PEPRUN SHOES MEN,"KSh 9,152", , ,5 out of 5(2)
Aworky Limited Water Bottle,KSh 519,KSh 750,31%,3.5 out of 5(2)
Sundabest Stainless  Steel Hotpots (341001404),"KSh 6,480", , , 
Mara Lavender Essential Oil-30ml,KSh 800,"KSh 1,000",20%,4.6 out of 5(55)
Adidas Duramo SL Men Shoes,"KSh 5,130","KSh 10,260",50%,5 out of 5(4)
Velvex Disinfectant Spray Pine 530ml,KSh 250, , ,4.2 out of 5(28)
Defacto Woman Coool Loose Fit Knitted Short Sleeve T-Shirt - Black,KSh 764,"KSh 1,527",50%,4.7 out of 5(3)
Seagate Expansion 1TB - Portable External Hard Drive - USB 3.0 - Black,"KSh 9,000", , ,5 out of 5(1)
Superfoam Premium Super High Density Quilted Mattress,"KSh 23,158 - KSh 34,737", , , 
"EDENBERG 6pcs Redish Black Cookware Set, EB-7425","KSh 8,400", , ,4 out of 5(6)
"U&I Enc Air 01 Immersive Earbuds, Green","KSh 1,599","KSh 3,000",47%,5 out of 5(2)
Dr. Rashel Vitamin E Dark Spots Corrector Face Cream,KSh 780,"KSh 1,000",22%,5 out of 5(2)
Adidas Tensaur Sport Training Hook And Loop Shoes Kids,"KSh 3,255","KSh 6,509",50%,5 out of 5(1)
UMIDIGI AirBuds Pro Wireless Earbuds Bluetooth Earphone-Red,"KSh 1,999","KSh 3,900",49%, 
Miniso Blossom Series Reed Diffuser - Jasmine Gold Flower,KSh 519, , ,5 out of 5(1)
Mara Wheat Grass Powder - 100g,KSh 600,KSh 700,14%,4 out of 5(3)
Maybelline New York Falsies Surreal Extensions Mascara - Waterproof,"KSh 2,250", , ,4.5 out of 5(2)
Aquafresh Aquafresh Herbal - 100ml,KSh 298, , ,5 out of 5(2)
Maybelline Falsies Lash Lift Washable Mascara,"KSh 1,650", , ,4.4 out of 5(27)
Cidea C Idea 7 Inch Android 12 Tablet With SIM Card Slot 64GB Expandable Storage Grey,"KSh 8,999","KSh 12,000",25%,2 out of 5(1)
Euroken MS-1812BT Portable Bluetooth Speaker,"KSh 1,425","KSh 2,500",43%, 
Defacto Man Collection Relax Fit Apache Neck Woven Short Sleeve Shirt - Black,"KSh 1,504","KSh 3,762",60%,4.7 out of 5(3)
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Vitamino Color 10 In 1- Leave -in For  Colored Hair 190ml,"KSh 2,903", , ,5 out of 5(3)
Miniso Golden Cap Oil-based Nail Polish - Matte Top Coat,KSh 159, , , 
Oraimo Traveler Link 27 27000mAh 12W Power Bank,"KSh 4,600","KSh 6,000",23%,5 out of 5(1)
Veet Veet Cream Sensitive 100g,"KSh 1,000", , , 
Rosy Liquid Hand Wash Soap Fresh Flowers 500ml With Pump,KSh 155, , ,4.4 out of 5(44)
LASA Set Of 2 Side Coffee Tables Robust Steel Frame,"KSh 9,050","KSh 12,950",30%, 
Rashnik RN-3402 Silver  Stainless Steel Double Layer Food Flask 2.3L,"KSh 1,800", , , 
Mara Avocado Oil (Cold Pressed)- 125ml,KSh 800,KSh 900,11%,4.7 out of 5(22)
Bottle warmer for Baby keeps warm for about 6 - 8 hours - single,KSh 639,KSh 950,33%,4.7 out of 5(3)
Aworky Limited Green leave Table Mat 4pcs,KSh 950, , , 
Sundabest 6 Pcs Clear Glass Mug Set (11877),"KSh 1,170", , , 
L'Oréal professionnel Anti-hair Loss Treatment Aminexil L'Or&eacute;al Professionnel 10x6ML,"KSh 4,064", , ,3 out of 5(2)
Mizani Coconut Souffle -  226.8g,"KSh 4,479", , ,4.7 out of 5(28)
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel - Absolut Repair Golden Mask 500ml,"KSh 3,981", , ,5 out of 5(4)
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid,Gold","KSh 2,000", , ,5 out of 5(8)
Superfoam Premium Orthopedic Fitness Mattress- Black & White,"KSh 24,737 - KSh 38,947", , ,4.7 out of 5(7)
Velvex Hand Sanitizer Gel Fragrance Free 500ml,KSh 420, , ,4.4 out of 5(15)
Miniso Soft I-Shaped Interdental Brushes  - 6 Pcs,KSh 359, , ,3 out of 5(2)
Revlon Ultra HD Vinyl Lip Polish- 910 Cherry On Top,"KSh 1,250","KSh 2,481",50%,5 out of 5(2)
Miniso Battery Powered Mosquito Zapper Racket,KSh 699, , ,5 out of 5(1)
Superfoam Morning Glory Medium Density Quilted  - Brown & Beige,"KSh 7,368 - KSh 12,632", , ,4.3 out of 5(55)
baby diaper backpack nappy bag diaper backpack baby bag,"KSh 1,499","KSh 2,400",38%,2.5 out of 5(2)
Miniso Ripple Series Women’s Bathroom Slippers Purple Pink size 39-40,KSh 529, , ,5 out of 5(1)
Warachi Spark Shower Gel - 5L,"KSh 1,536", , ,4.5 out of 5(2)
Adidas MarlinRun M MEN,"KSh 7,682", , ,5 out of 5(1)
"Havit 20,000mAH 22.5W Fast Charging Power bank","KSh 4,500", , , 
Dr. Rashel Breast Lifting Cream - 150g - Pink &Blue,KSh 900, , ,2 out of 5(2)
Jbl Tune 110 In-Ear Headphones - Black,"KSh 1,600", , ,3 out of 5(3)
Miniso We Bare Bears- Toothbrush Holder,KSh 529, , ,5 out of 5(3)
Mara Bhringraj Oil Infusion -120ml.,KSh 600,KSh 800,25%,4.4 out of 5(5)
Miniso Solid Color Handheld Stainless Steel Water Bottle 1.4L - Green,"KSh 1,399", , ,5 out of 5(1)
Adidas Essentials Embroidered Small Logo T-Shirt Men,"KSh 2,140","KSh 4,579",53%,5 out of 5(5)
Mizani Rose Water (Rose H20)  - 226.8g,"KSh 4,479", , ,4.8 out of 5(8)
Body Sculpture A Pair Of 3kg Vinyl Dumbbell,"KSh 2,600", , ,4.7 out of 5(29)
Dr. Rashel Vitamin C Brightening & Anti-Aging Soothing Gel - 300g,KSh 900, , ,5 out of 5(1)
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 344 WARM GOLDEN,"KSh 1,700", , ,4.4 out of 5(20)
Pride Pride Washing Paste Lime 800gm,KSh 375, , ,5 out of 5(1)
Revlon Colorburst Revlon Matte Balm-Striking,"KSh 1,908", , ,3.3 out of 5(24)
Vision Plus Cool Pods - Black,"KSh 1,295","KSh 2,040",37%,5 out of 5(1)
Valon Valon Petroleum Jelly Men Fresh 250ml,KSh 314, , , 
Mara Aloe Vera Juice,KSh 500, , ,4.1 out of 5(90)
"Vivo V30 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Noble Black 2YRs WRTY","KSh 64,999","KSh 69,000",6%,5 out of 5(1)
LASA INDUSTRIAL HEAVY DUTY CLOTHES RACK,"KSh 4,850","KSh 6,950",30%, 
Defacto Woman Traditional Loose Fit Woven Long Sleeve Shirt - White,"KSh 1,171","KSh 2,927",60%,5 out of 5(3)
LASA Lumbar Back Support Pillow For Office Chair Recliner Memory Foam - Black,"KSh 4,500", , ,5 out of 5(1)
Miniso Wood Grain Design Bento Box - Black，900mL,KSh 859, , ,5 out of 5(2)
UR Fashion 18-Inch Multifunctional Large Capacity Business College School Travel Laptop Backpack - Black,"KSh 1,459", , , 
Mara Sandalwood Powder -50g,KSh 750, , ,4.5 out of 5(41)
L'Oréal professionnel Curl Expression Intensive Moisturizer Rich Mask -  Luxurious Feel  250ml,"KSh 2,571", , ,4.8 out of 5(5)
Sunlight 2 In 1 Hand Washing Powder Tropical 2kg,KSh 680, , ,4.6 out of 5(5)
Defacto Woman Casual Bra - Orange,KSh 563,"KSh 1,126",50%,4.9 out of 5(7)
Nice & Lovely Nice & Lovely Aloevera Herbal Lotion 850ml,KSh 715, , ,5 out of 5(2)
Haier 215L Single Door Fridge - HRD-2204CSS(2 YRS WRTY),"KSh 45,105","KSh 52,895",15%,5 out of 5(2)
Adidas Tensaur Sport Training Lace Shoes Kids,"KSh 5,207","KSh 6,509",20%,5 out of 5(2)
